Комиссия,УИК,"Число избирателей, внесенных в список избирателей на момент окончания голосования","Число избирательных бюллетеней, полученных участковой избирательной комиссией","Число избирательных бюллетеней, выданных избирателям в помещении для голосования в день голосования","Число избирательных бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования",Число погашенных избирательных бюллетеней,"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования","Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования",Число недействительных избирательных бюллетеней,Число действительных избирательных бюллетеней,Число утраченных избирательных бюллетеней,"Число избирательных бюллетеней, не учтенных при получении",Амосов Михаил Иванович,Амосов Михаил Иванович %,Беглов Александр Дмитриевич,Беглов Александр Дмитриевич %,Тихонова Надежда Геннадьевна,Тихонова Надежда Геннадьевна %
Территориальная избирательная комиссия №23,УИК №2065,2341,2000,510,19,1471,19,509,23,505,0,0,92,17.42,315,59.66,98,18.56
Территориальная избирательная комиссия №23,УИК №2066,1982,1500,405,13,1082,13,403,8,408,0,0,60,14.42,283,68.03,65,15.63
Территориальная избирательная комиссия №23,УИК №2067,2361,2000,529,13,1458,13,527,20,520,0,0,85,15.74,349,64.63,86,15.93
Территориальная избирательная комиссия №23,УИК №2068,1945,1500,469,21,1010,21,469,11,479,0,0,71,14.49,328,66.94,80,16.33
Территориальная избирательная комиссия №23,УИК №2069,1954,1500,502,16,982,16,501,12,505,0,0,83,16.05,327,63.25,95,18.38
Территориальная избирательная комиссия №23,УИК №2070,1579,1500,320,15,1165,15,318,4,329,0,0,42,12.61,228,68.47,59,17.72
Территориальная избирательная комиссия №23,УИК №2071,1658,1500,394,17,1089,17,394,0,411,0,0,48,11.68,310,75.43,53,12.90
Территориальная избирательная комиссия №23,УИК №2072,1814,1500,492,11,997,11,481,15,477,0,0,66,13.41,369,75.00,42,8.54
Территориальная избирательная комиссия №23,УИК №2073,1970,1500,458,13,1029,13,457,7,463,0,0,67,14.26,311,66.17,85,18.09
Территориальная избирательная комиссия №23,УИК №2074,1670,1500,450,22,1028,22,450,20,452,0,0,76,16.10,316,66.95,60,12.71
Территориальная избирательная комиссия №23,УИК №2075,1539,1500,1091,2,407,2,1091,0,1093,0,0,53,4.85,975,89.20,65,5.95
Территориальная избирательная комиссия №23,УИК №2076,1603,1500,505,16,979,16,505,9,512,0,0,79,15.16,348,66.79,85,16.31
Территориальная избирательная комиссия №23,УИК №2077,2417,2000,551,18,1431,18,550,7,561,0,0,91,16.02,373,65.67,97,17.08
Территориальная избирательная комиссия №23,УИК №2078,2487,2000,643,11,1346,11,641,13,639,0,0,76,11.66,458,70.25,105,16.10
Территориальная избирательная комиссия №23,УИК №2079,2563,2000,691,16,1293,16,688,18,686,0,0,128,18.18,427,60.65,131,18.61
Территориальная избирательная комиссия №23,УИК №2080,2621,2000,578,18,1404,18,577,20,575,0,0,97,16.30,378,63.53,100,16.81
Территориальная избирательная комиссия №23,УИК №2081,1965,1500,443,53,1004,53,443,23,473,0,0,54,10.89,307,61.90,112,22.58
Территориальная избирательная комиссия №23,УИК №2082,2050,1500,426,291,783,291,426,18,699,0,0,72,10.04,561,78.24,66,9.21
Территориальная избирательная комиссия №23,УИК №2083,1886,1500,435,77,988,77,435,12,500,0,0,93,18.16,333,65.04,74,14.45
Территориальная избирательная комиссия №23,УИК №2084,1822,1500,443,73,984,73,443,8,508,0,0,87,16.86,349,67.64,72,13.95
Территориальная избирательная комиссия №23,УИК №2085,2274,2000,579,13,1408,13,578,12,579,0,0,103,17.43,381,64.47,95,16.07
Территориальная избирательная комиссия №23,УИК №2086,2101,1500,480,218,802,218,480,20,678,0,0,92,13.18,483,69.20,103,14.76
Территориальная избирательная комиссия №23,УИК №2087,2787,2000,625,11,1364,11,624,19,616,0,0,139,21.89,349,54.96,128,20.16
Территориальная избирательная комиссия №23,УИК №2088,1918,1500,482,12,1006,12,481,16,477,0,0,88,17.85,294,59.63,95,19.27
Территориальная избирательная комиссия №23,УИК №2089,1816,1500,390,15,1095,15,390,17,388,0,0,79,19.51,231,57.04,78,19.26
Территориальная избирательная комиссия №23,УИК №2090,2200,2000,528,10,1462,10,526,19,517,0,0,98,18.28,320,59.70,99,18.47
Территориальная избирательная комиссия №23,УИК №2091,1989,1500,533,18,949,18,532,11,539,0,0,129,23.45,331,60.18,79,14.36
Территориальная избирательная комиссия №23,УИК №2092,1900,1500,799,10,691,10,595,12,593,0,0,110,18.18,408,67.44,75,12.40
Территориальная избирательная комиссия №23,УИК №2093,1892,1500,901,17,582,17,613,16,614,0,0,88,13.97,429,68.10,97,15.40
Территориальная избирательная комиссия №23,УИК №2094,1990,1500,705,30,765,30,703,3,730,0,0,50,6.82,605,82.54,75,10.23
Территориальная избирательная комиссия №23,УИК №2095,2151,2000,622,14,1364,14,608,64,558,0,0,97,15.59,375,60.29,86,13.83
Территориальная избирательная комиссия №23,УИК №2096,1926,1500,619,11,870,11,459,14,456,0,0,70,14.89,306,65.11,80,17.02
Территориальная избирательная комиссия №23,УИК №2097,2304,2000,893,8,1099,8,885,294,599,0,0,118,13.21,367,41.10,114,12.77
Территориальная избирательная комиссия №23,УИК №2098,1903,1500,542,58,900,58,469,5,522,0,0,84,15.94,356,67.55,82,15.56
Территориальная избирательная комиссия №23,УИК №2099,2153,2000,884,15,1101,15,679,28,666,0,0,90,12.97,461,66.43,115,16.57
Территориальная избирательная комиссия №23,УИК №2100,2037,1500,540,43,917,43,539,22,560,0,0,89,15.29,391,67.18,80,13.75
Территориальная избирательная комиссия №23,УИК №2101,383,383,189,156,38,156,189,18,327,0,0,38,11.01,232,67.25,57,16.52
Территориальная избирательная комиссия №23,УИК №2102,60,60,59,0,1,0,59,1,58,0,0,8,13.56,42,71.19,8,13.56
Территориальная избирательная комиссия №23,УИК №2378,196,500,34,115,351,115,34,4,145,0,0,17,11.41,119,79.87,9,6.04
Территориальная избирательная комиссия №23,УИК №2380,228,500,22,166,312,166,22,2,186,0,0,18,9.57,158,84.04,10,5.32
Территориальная избирательная комиссия №23,УИК №2381,234,500,36,164,300,164,36,4,196,0,0,18,9.00,158,79.00,20,10.00
Территориальная избирательная комиссия №23,УИК №2382,279,500,26,195,279,195,26,15,206,0,0,13,5.88,180,81.45,13,5.88
Территориальная избирательная комиссия №23,УИК №2383,102,500,31,63,406,63,31,3,91,0,0,18,19.15,65,69.15,8,8.51
Территориальная избирательная комиссия №23,УИК №2384,201,500,26,163,311,163,26,0,189,0,0,17,8.99,162,85.71,10,5.29
Территориальная избирательная комиссия №23,УИК №2385,190,500,25,157,318,157,25,3,179,0,0,11,6.04,150,82.42,18,9.89
Территориальная избирательная комиссия №23,УИК №2387,402,500,33,240,227,240,33,1,272,0,0,10,3.66,248,90.84,14,5.13
Территориальная избирательная комиссия №23,УИК №2388,121,500,49,47,404,47,49,1,95,0,0,12,12.50,74,77.08,9,9.38
Территориальная избирательная комиссия №23,УИК №2389,99,500,18,62,420,62,18,1,79,0,0,6,7.50,60,75.00,13,16.25
Территориальная избирательная комиссия №23,УИК №2391,187,500,24,133,343,133,24,0,157,0,0,11,7.01,134,85.35,12,7.64
Территориальная избирательная комиссия №23,УИК №2392,125,500,41,67,392,67,41,1,107,0,0,8,7.41,85,78.70,14,12.96
Территориальная избирательная комиссия №23,УИК №2393,224,500,42,147,311,147,42,0,189,0,0,17,8.99,158,83.60,14,7.41
Территориальная избирательная комиссия №23,УИК №2394,283,500,12,172,316,172,12,1,183,0,0,12,6.52,156,84.78,15,8.15
Территориальная избирательная комиссия №23,УИК №2395,281,500,44,156,300,156,44,2,198,0,0,8,4.00,173,86.50,17,8.50
Территориальная избирательная комиссия №24,УИК №1545,2041,1500,666,39,795,39,666,25,680,0,0,160,22.70,361,51.21,159,22.55
Территориальная избирательная комиссия №24,УИК №1546,1916,1500,481,3,1016,3,477,12,468,0,0,81,16.88,284,59.17,103,21.46
Территориальная избирательная комиссия №24,УИК №1547,1855,1500,503,2,995,2,501,14,489,0,0,100,19.88,350,69.58,39,7.75
Территориальная избирательная комиссия №24,УИК №1548,1605,1500,457,6,1037,6,454,11,449,0,0,50,10.87,340,73.91,59,12.83
Территориальная избирательная комиссия №24,УИК №1549,1486,1500,408,5,1087,5,406,10,401,0,0,72,17.52,251,61.07,78,18.98
Территориальная избирательная комиссия №24,УИК №1550,1291,1000,314,40,646,40,314,13,341,0,0,31,8.76,278,78.53,32,9.04
Территориальная избирательная комиссия №24,УИК №1551,1772,1500,425,17,1058,16,424,22,418,0,0,73,16.59,250,56.82,95,21.59
Территориальная избирательная комиссия №24,УИК №1552,1650,1500,520,14,966,14,520,13,521,0,0,60,11.24,387,72.47,74,13.86
Территориальная избирательная комиссия №24,УИК №1553,1858,1500,460,8,1032,8,459,17,450,0,0,78,16.70,272,58.24,100,21.41
Территориальная избирательная комиссия №24,УИК №1554,1962,1500,534,6,960,6,533,5,534,0,0,30,5.57,471,87.38,33,6.12
